REF_DATE;GEO;DGUID;Custodial and community supervision;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
1992/1993;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;1198.0;;;;1
1992/1993;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;1042.0;;;;1
1992/1993;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;156.0;;;;1
1992/1993;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;1490.0;;;;1
1992/1993;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;166.38;;;;2
1992/1993;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;3149.0;;;;1
1992/1993;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;3149.0;;;;1
1992/1993;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;;..;;;1
1992/1993;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;437.34;;;;2
1992/1993;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;2584.0;;;;1
1992/1993;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;2112.0;;;;1
1992/1993;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;472.0;;;;1
1992/1993;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;4113.0;;;;1
1992/1993;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;135.83;;;;2
1992/1993;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;7345.0;;;;1
1992/1993;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;7345.0;;;;1
1992/1993;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;;..;;;1
1992/1993;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;386.10;;;;2
1992/1993;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;1927.0;;;;1
1992/1993;British Columbia;2016A000259;Sentenced, actual-in count;Persons;249;units;0;v21536901;11.2;1548.0;;;;1
1992/1993;British Columbia;2016A000259;Remand, actual-in count;Persons;249;units;0;v21536902;11.3;379.0;;;;1
1992/1993;British Columbia;2016A000259;Other statuses, actual-in count;Persons;249;units;0;v21536903;11.4;;..;;;1
1992/1993;British Columbia;2016A000259;On-register count;Persons;249;units;0;v21536904;11.5;;..;;;1
1992/1993;British Columbia;2016A000259;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536905;11.6;72.99;;;;2
1992/1993;British Columbia;2016A000259;Total community supervision count;Persons;249;units;0;v21536906;11.7;11429.0;;;;1
1992/1993;British Columbia;2016A000259;Probation, community supervision;Persons;249;units;0;v21536907;11.8;11126.0;;;;1
1992/1993;British Columbia;2016A000259;Conditional sentence, community supervision;Persons;249;units;0;v21536908;11.9;;..;;;1
1992/1993;British Columbia;2016A000259;Provincial parole, community supervision;Persons;249;units;0;v21536909;11.10;303.0;;;;1
1992/1993;British Columbia;2016A000259;Probation rates per 100,000 adults;Rate;257;units;0;v21536910;11.11;421.43;;;;2
1992/1993;Yukon;2016A000260;Total actual-in count;Persons;249;units;0;v21536911;12.1;80.0;;;;1
1992/1993;Yukon;2016A000260;Sentenced, actual-in count;Persons;249;units;0;v21536912;12.2;64.0;;;;1
1992/1993;Yukon;2016A000260;Remand, actual-in count;Persons;249;units;0;v21536913;12.3;16.0;;;;1
1992/1993;Yukon;2016A000260;Other statuses, actual-in count;Persons;249;units;0;v21536914;12.4;;..;;;1
1992/1993;Yukon;2016A000260;On-register count;Persons;249;units;0;v21536915;12.5;81.0;;;;1
1992/1993;Yukon;2016A000260;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536916;12.6;372.32;;;;2
1992/1993;Yukon;2016A000260;Total community supervision count;Persons;249;units;0;v21536917;12.7;700.0;;;;1
1992/1993;Yukon;2016A000260;Probation, community supervision;Persons;249;units;0;v21536918;12.8;700.0;;;;1
1992/1993;Yukon;2016A000260;Conditional sentence, community supervision;Persons;249;units;0;v21536919;12.9;;..;;;1
1992/1993;Yukon;2016A000260;Probation rates per 100,000 adults;Rate;257;units;0;v21536920;12.11;3257.78;;;;2
1992/1993;Northwest Territories including Nunavut;;Total actual-in count;Persons;249;units;0;v21536921;13.1;278.0;;;t;1
1992/1993;Northwest Territories including Nunavut;;Sentenced, actual-in count;Persons;249;units;0;v21536922;13.2;252.0;;;t;1
1992/1993;Northwest Territories including Nunavut;;Remand, actual-in count;Persons;249;units;0;v21536923;13.3;26.0;;;t;1
1992/1993;Northwest Territories including Nunavut;;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536926;13.6;709.49;;;t;2
1992/1993;Northwest Territories including Nunavut;;Total community supervision count;Persons;249;units;0;v21536927;13.7;450.0;;;t;1
1992/1993;Northwest Territories including Nunavut;;Probation, community supervision;Persons;249;units;0;v21536928;13.8;450.0;;;t;1
1992/1993;Northwest Territories including Nunavut;;Probation rates per 100,000 adults;Rate;257;units;0;v21536929;13.11;1148.46;;;t;2
1992/1993;Northwest Territories;2016A000261;Total actual-in count;Persons;249;units;0;v21536930;14.1;;..;;;1
1992/1993;Northwest Territories;2016A000261;Sentenced, actual-in count;Persons;249;units;0;v21536931;14.2;;..;;;1
1992/1993;Northwest Territories;2016A000261;Remand, actual-in count;Persons;249;units;0;v21536932;14.3;;..;;;1
1992/1993;Northwest Territories;2016A000261;Other statuses, actual-in count;Persons;249;units;0;v44182208;14.4;;..;;;1
1992/1993;Northwest Territories;2016A000261;On-register count;Persons;249;units;0;v42133461;14.5;;..;;;1
1992/1993;Northwest Territories;2016A000261;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536935;14.6;;..;;;2
1992/1993;Northwest Territories;2016A000261;Total community supervision count;Persons;249;units;0;v52265497;14.7;;..;;;1
1992/1993;Northwest Territories;2016A000261;Probation, community supervision;Persons;249;units;0;v52265498;14.8;;..;;;1
1992/1993;Northwest Territories;2016A000261;Conditional sentence, community supervision;Persons;249;units;0;v52265499;14.9;;..;;;1
1992/1993;Northwest Territories;2016A000261;Probation rates per 100,000 adults;Rate;257;units;0;v52265501;14.11;;..;;;2
1992/1993;Nunavut;2016A000262;Total actual-in count;Persons;249;units;0;v21536936;15.1;;..;;;1
1992/1993;Nunavut;2016A000262;Sentenced, actual-in count;Persons;249;units;0;v21536937;15.2;;..;;;1
1992/1993;Nunavut;2016A000262;Remand, actual-in count;Persons;249;units;0;v21536938;15.3;;..;;;1
1992/1993;Nunavut;2016A000262;Other statuses, actual-in count;Persons;249;units;0;v21536939;15.4;;..;;;1
1992/1993;Nunavut;2016A000262;On-register count;Persons;249;units;0;v21536940;15.5;;..;;;1
1992/1993;Nunavut;2016A000262;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536941;15.6;;..;;;2
1992/1993;Nunavut;2016A000262;Total community supervision count;Persons;249;units;0;v41443553;15.7;;..;;;1
1992/1993;Nunavut;2016A000262;Probation, community supervision;Persons;249;units;0;v41443554;15.8;;..;;;1
1992/1993;Nunavut;2016A000262;Conditional sentence, community supervision;Persons;249;units;0;v41443555;15.9;;..;;;1
1992/1993;Nunavut;2016A000262;Probation rates per 100,000 adults;Rate;257;units;0;v41443556;15.11;;..;;;2
1993/1994;Provinces and Territories;2016A000011124;Total actual-in count;Persons;249;units;0;v21536797;1.1;19482.0;;;;1
1993/1994;Provinces and Territories;2016A000011124;Sentenced, actual-in count;Persons;249;units;0;v21536798;1.2;14252.0;;;;1
1993/1994;Provinces and Territories;2016A000011124;Remand, actual-in count;Persons;249;units;0;v21536799;1.3;5130.0;;;;1
1993/1994;Provinces and Territories;2016A000011124;Other statuses, actual-in count;Persons;249;units;0;v21536800;1.4;100.0;;;;1
1993/1994;Provinces and Territories;2016A000011124;On-register count;Persons;249;units;0;v21536801;1.5;22331.0;;;;1
1993/1994;Provinces and Territories;2016A000011124;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536802;1.6;90.18;;;;2
1993/1994;Provinces and Territories;2016A000011124;Total community supervision count;Persons;249;units;0;v21536803;1.7;106262.0;;;;1
1993/1994;Provinces and Territories;2016A000011124;Probation, community supervision;Persons;249;units;0;v21536804;1.8;102402.0;;;;1
1993/1994;Provinces and Territories;2016A000011124;Conditional sentence, community supervision;Persons;249;units;0;v21536805;1.9;;..;;;1
1993/1994;Provinces and Territories;2016A000011124;Provincial parole, community supervision;Persons;249;units;0;v21536806;1.10;3860.0;;;;1
1993/1994;Provinces and Territories;2016A000011124;Probation rates per 100,000 adults;Rate;257;units;0;v21536807;1.11;474.87;;;;2
1993/1994;Newfoundland and Labrador;2016A000210;Total actual-in count;Persons;249;units;0;v21536808;2.1;380.0;;;;1
1993/1994;Newfoundland and Labrador;2016A000210;Sentenced, actual-in count;Persons;249;units;0;v21536809;2.2;346.0;;;;1
1993/1994;Newfoundland and Labrador;2016A000210;Remand, actual-in count;Persons;249;units;0;v21536810;2.3;34.0;;;;1
1993/1994;Newfoundland and Labrador;2016A000210;Other statuses, actual-in count;Persons;249;units;0;v21536811;2.4;;..;;;1
1993/1994;Newfoundland and Labrador;2016A000210;On-register count;Persons;249;units;0;v21536812;2.5;422.0;;;;1
1993/1994;Newfoundland and Labrador;2016A000210;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536813;2.6;89.00;;;;2
1993/1994;Newfoundland and Labrador;2016A000210;Total community supervision count;Persons;249;units;0;v21536814;2.7;2499.0;;;;1
1993/1994;Newfoundland and Labrador;2016A000210;Probation, community supervision;Persons;249;units;0;v21536815;2.8;2499.0;;;;1
1993/1994;Newfoundland and Labrador;2016A000210;Conditional sentence, community supervision;Persons;249;units;0;v21536816;2.9;;..;;;1
1993/1994;Newfoundland and Labrador;2016A000210;Probation rates per 100,000 adults;Rate;257;units;0;v21536817;2.11;585.29;;;;2
1993/1994;Prince Edward Island;2016A000211;Total actual-in count;Persons;249;units;0;v21536818;3.1;96.0;;;;1
1993/1994;Prince Edward Island;2016A000211;Sentenced, actual-in count;Persons;249;units;0;v21536819;3.2;88.0;;;;1
1993/1994;Prince Edward Island;2016A000211;Remand, actual-in count;Persons;249;units;0;v21536820;3.3;8.0;;;;1
1993/1994;Prince Edward Island;2016A000211;Other statuses, actual-in count;Persons;249;units;0;v21536821;3.4;;..;;;1
1993/1994;Prince Edward Island;2016A000211;On-register count;Persons;249;units;0;v21536822;3.5;96.0;;;;1
1993/1994;Prince Edward Island;2016A000211;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536823;3.6;99.08;;;;2
1993/1994;Prince Edward Island;2016A000211;Total community supervision count;Persons;249;units;0;v21536824;3.7;862.0;;;;1
1993/1994;Prince Edward Island;2016A000211;Probation, community supervision;Persons;249;units;0;v21536825;3.8;862.0;;;;1
1993/1994;Prince Edward Island;2016A000211;Conditional sentence, community supervision;Persons;249;units;0;v21536826;3.9;;..;;;1
1993/1994;Prince Edward Island;2016A000211;Probation rates per 100,000 adults;Rate;257;units;0;v21536827;3.11;889.62;;;;2
1993/1994;Nova Scotia;2016A000212;Total actual-in count;Persons;249;units;0;v21536828;4.1;436.0;;;;1
1993/1994;Nova Scotia;2016A000212;Sentenced, actual-in count;Persons;249;units;0;v21536829;4.2;363.0;;;;1
1993/1994;Nova Scotia;2016A000212;Remand, actual-in count;Persons;249;units;0;v21536830;4.3;73.0;;;;1
1993/1994;Nova Scotia;2016A000212;Other statuses, actual-in count;Persons;249;units;0;v21536831;4.4;;..;;;1
1993/1994;Nova Scotia;2016A000212;On-register count;Persons;249;units;0;v21536832;4.5;546.0;;;;1
1993/1994;Nova Scotia;2016A000212;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536833;4.6;62.27;;;;2
1993/1994;Nova Scotia;2016A000212;Total community supervision count;Persons;249;units;0;v21536834;4.7;4170.0;;;;1
1993/1994;Nova Scotia;2016A000212;Probation, community supervision;Persons;249;units;0;v21536835;4.8;4170.0;;;;1
1993/1994;Nova Scotia;2016A000212;Conditional sentence, community supervision;Persons;249;units;0;v21536836;4.9;;..;;;1
1993/1994;Nova Scotia;2016A000212;Probation rates per 100,000 adults;Rate;257;units;0;v21536837;4.11;595.53;;;;2
1993/1994;New Brunswick;2016A000213;Total actual-in count;Persons;249;units;0;v21536838;5.1;467.0;;;;1
1993/1994;New Brunswick;2016A000213;Sentenced, actual-in count;Persons;249;units;0;v21536839;5.2;410.0;;;;1
1993/1994;New Brunswick;2016A000213;Remand, actual-in count;Persons;249;units;0;v21536840;5.3;46.0;;;;1
1993/1994;New Brunswick;2016A000213;Other statuses, actual-in count;Persons;249;units;0;v21536841;5.4;11.0;;;;1
1993/1994;New Brunswick;2016A000213;On-register count;Persons;249;units;0;v21536842;5.5;510.0;;;;1
1993/1994;New Brunswick;2016A000213;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536843;5.6;82.74;;;;2
1993/1994;New Brunswick;2016A000213;Total community supervision count;Persons;249;units;0;v21536844;5.7;2555.0;;;;1
1993/1994;New Brunswick;2016A000213;Probation, community supervision;Persons;249;units;0;v21536845;5.8;2555.0;;;;1
1993/1994;New Brunswick;2016A000213;Conditional sentence, community supervision;Persons;249;units;0;v21536846;5.9;;..;;;1
1993/1994;New Brunswick;2016A000213;Probation rates per 100,000 adults;Rate;257;units;0;v21536847;5.11;452.69;;;;2
1993/1994;Quebec;2016A000224;Total actual-in count;Persons;249;units;0;v21536848;6.1;3545.0;;;;1
1993/1994;Quebec;2016A000224;Sentenced, actual-in count;Persons;249;units;0;v21536849;6.2;2328.0;;;;1
1993/1994;Quebec;2016A000224;Remand, actual-in count;Persons;249;units;0;v21536850;6.3;1217.0;;;;1
1993/1994;Quebec;2016A000224;On-register count;Persons;249;units;0;v21536852;6.5;5727.0;;;;1
1993/1994;Quebec;2016A000224;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536853;6.6;64.96;;;;2
1993/1994;Quebec;2016A000224;Total community supervision count;Persons;249;units;0;v21536854;6.7;13628.0;;;;1
1993/1994;Quebec;2016A000224;Probation, community supervision;Persons;249;units;0;v21536855;6.8;11824.0;;;;1
1993/1994;Quebec;2016A000224;Conditional sentence, community supervision;Persons;249;units;0;v21536856;6.9;;..;;;1
1993/1994;Quebec;2016A000224;Provincial parole, community supervision;Persons;249;units;0;v21536857;6.10;1804.0;;;;1
1993/1994;Quebec;2016A000224;Probation rates per 100,000 adults;Rate;257;units;0;v21536858;6.11;216.68;;;;2
1993/1994;Ontario;2016A000235;Total actual-in count;Persons;249;units;0;v21536859;7.1;7254.0;;;;1
1993/1994;Ontario;2016A000235;Sentenced, actual-in count;Persons;249;units;0;v21536860;7.2;4786.0;;;;1
1993/1994;Ontario;2016A000235;Remand, actual-in count;Persons;249;units;0;v21536861;7.3;2381.0;;;;1
1993/1994;Ontario;2016A000235;Other statuses, actual-in count;Persons;249;units;0;v21536862;7.4;87.0;;;;1
1993/1994;Ontario;2016A000235;On-register count;Persons;249;units;0;v21536863;7.5;8283.0;;;;1
1993/1994;Ontario;2016A000235;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536864;7.6;89.57;;;;2
1993/1994;Ontario;2016A000235;Total community supervision count;Persons;249;units;0;v21536865;7.7;53769.0;;;;1
1993/1994;Ontario;2016A000235;Probation, community supervision;Persons;249;units;0;v21536866;7.8;51997.0;;;;1
1993/1994;Ontario;2016A000235;Conditional sentence, community supervision;Persons;249;units;0;v21536867;7.9;;..;;;1
1993/1994;Ontario;2016A000235;Provincial parole, community supervision;Persons;249;units;0;v21536868;7.10;1772.0;;;;1
1993/1994;Ontario;2016A000235;Probation rates per 100,000 adults;Rate;257;units;0;v21536869;7.11;642.05;;;;2
1993/1994;Manitoba;2016A000246;Total actual-in count;Persons;249;units;0;v21536870;8.1;893.0;;;;1
1993/1994;Manitoba;2016A000246;Sentenced, actual-in count;Persons;249;units;0;v21536871;8.2;654.0;;;;1
1993/1994;Manitoba;2016A000246;Remand, actual-in count;Persons;249;units;0;v21536872;8.3;237.0;;;;1
1993/1994;Manitoba;2016A000246;Other statuses, actual-in count;Persons;249;units;0;v21536873;8.4;2.0;;;;1
1993/1994;Manitoba;2016A000246;On-register count;Persons;249;units;0;v21536874;8.5;1151.0;;;;1
1993/1994;Manitoba;2016A000246;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536875;8.6;108.15;;;;2
1993/1994;Manitoba;2016A000246;Total community supervision count;Persons;249;units;0;v21536876;8.7;5385.0;;;;1
1993/1994;Manitoba;2016A000246;Probation, community supervision;Persons;249;units;0;v21536877;8.8;5385.0;;;;1
1993/1994;Manitoba;2016A000246;Conditional sentence, community supervision;Persons;249;units;0;v21536878;8.9;;..;;;1
1993/1994;Manitoba;2016A000246;Probation rates per 100,000 adults;Rate;257;units;0;v21536879;8.11;652.16;;;;2
1993/1994;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;1214.0;;;;1
1993/1994;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;1060.0;;;;1
1993/1994;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;154.0;;;;1
1993/1994;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;1479.0;;;;1
1993/1994;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;167.80;;;;2
1993/1994;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;3277.0;;;;1
1993/1994;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;3277.0;;;;1
1993/1994;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;;..;;;1
1993/1994;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;452.96;;;;2
1993/1994;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;2718.0;;;;1
1993/1994;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;2240.0;;;;1
1993/1994;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;478.0;;;;1
1993/1994;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;4035.0;;;;1
