FID;INSTAL_COD;INSTAL_NOM;INSTAL_N_1;ETAB_CODE;ETAB_NOM;ETAB_NOM_A;RSS_CODE;RSS_NOM;ADRESSE;CASE_POST;CODE_POSTA;TELEPHONE;MUN_CODE;MUN_NOM;CLSC_CODE;CLSC_NOM;MRC_CODE;MRC_NOM;RLS_CODE;RLS_NOM;RUIS_CODE;RUIS_NOM;STATUT_COD;MD_CONS_CO;MD_FINAN_C;DESIGN_MIN;INSTANCE;DATE_INCOR;DATE_OUVER;LONGITUDE;LATITUDE;CHPSY;CHSGS;CHSLD;CLSC;CPEJ;CRDITED;CRDPA;CRDPM;CRDPV;CRDPL;CRJDA;CRMDA;CRD;Y;X
465;51225977;CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION SAINT-THOMAS;CPRJDA SAINT-THOMAS;11045309;Centre intégré de santé et de services sociaux de la Montérégie-Est;CISSS DE LA MONTÉRÉGIE-EST;16;Montérégie;30, rue Saint-Thomas;bureau 300;J6T4J2;(450) 370-1318;70052;Salaberry-de-Valleyfield;16321;Valleyfield-Beauharnois;700;Beauharnois-Salaberry;1632;RLS du Suroît;3;RUIS Université McGill;1;2;1; ;N;;2003/02/11 00:00:00+00;-74.133834;45.255307;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Non;Non;-74.1338340000354;45.2553070001819
466;51225993;SANTE COURVILLE DE WATERLOO;SANTE COURVILLE DE WATERLOO;11043999;Santé Courville Inc.;SANTÉ COURVILLE INC.;5;Estrie;5305, avenue Courville;case postale 580;J0E2N0;(450) 539-1821;47025;Waterloo;5121;Granby-Shefford-Bromont;470;La Haute-Yamaska;512;RLS de la Haute-Yamaska;4;RUIS Université de Sherbrooke;2;1;6; ;N;2010/02/24 00:00:00+00;2003/04/07 00:00:00+00;-72.506162;45.341137;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.5061620004913;45.3411369998253
467;51226009;CENTRE D'HEBERGEMENT WALDORF;CENTRE D'HEBERGEMENT WALDORF;11045341;Centre d'hébergement et de soins de longue durée Waldorf S.E.C.;CHSLD WALDORF S.E.C.;6;Montréal;7400, chemin de la Côte-Saint-Luc;2e etage, tour 2;H4W3J4;(418) 369-1000;66058;Côte-Saint-Luc;6211;Côte-Saint-Luc;660;Montréal;621;RLS de Côte-Saint-Luc - NDG - Montréal-Ouest;3;RUIS Université McGill;2;0;4; ;N;;2015/04/21 00:00:00+00;-73.658302;45.460695;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6583019999116;45.4606949999113
468;51226033;CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE SAINT-ROMUALD;CENTRE SERV. EXT. POUR LES AÎNÉS DE SAINT-ROMUALD;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;2157, chemin du Sault; ;G6W2K7;(418) 839-4149;25213;Lévis;12112;Les Chutes-de-la-Chaudière;251;Lévis;1211;RLS Alphonse-Desjardins;1;RUIS Université Laval;1;2;1; ;N;;2003/02/26 00:00:00+00;-71.23772;46.755314;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.2377199995564;46.7553140002456
469;51226066;CLSC LAMATER DES MILLES-ÎLES;CLSC LAMATER DES MILLES-ÎLES;11045275;Centre intégré de santé et de services sociaux de Lanaudière;CISSS DE LANAUDIÈRE;14;Lanaudière;1273, boulevard des Seigneurs; ;J6W4P7;(450) 471-2885;64008;Terrebonne;14121;Les Moulins;640;Les Moulins;1412;RLS de Lanaudière-Sud;2;RUIS Université de Montréal;1;2;1; ;N;;2003/05/20 00:00:00+00;-73.648252;45.700451;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6482520001782;45.700450999581
470;51226074;CLSC LAMATER DES SEIGNEURS;CLSC LAMATER DES SEIGNEURS;11045275;Centre intégré de santé et de services sociaux de Lanaudière;CISSS DE LANAUDIÈRE;14;Lanaudière;2075, boulevard des Seigneurs; ;J6X4A7;(450) 471-2955;64008;Terrebonne;14121;Les Moulins;640;Les Moulins;1412;RLS de Lanaudière-Sud;2;RUIS Université de Montréal;1;2;1; ;N;;2003/05/20 00:00:00+00;-73.682163;45.718361;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6821630000303;45.718360999937
471;51226082;CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE SAINT-HUBERT;CR EN DÉFICIENCE PHYSIQUE DE SAINT-HUBERT;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;5300, chemin de Chambly; ;J3Y3N7;(000) 000-0000;58227;Longueuil;16112;Saint-Hubert;580;Longueuil;1611;RLS de Champlain;2;RUIS Université de Montréal;1;2;1; ;N;;2002/09/30 00:00:00+00;-73.421851;45.504865;Non;Non;Non;Non;Non;Non;Oui;Oui;Non; ;Non;Non;Non;-73.4218509997385;45.5048649998009
472;51226090;CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE CHÂTEAUGUAY;CR EN DÉFICIENCE PHYSIQUE DE CHÂTEAUGUAY;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;250, chemin du Christ-Roi; ;J6J4G7;(000) 000-0000;67050;Châteauguay;16341;Châteauguay-Mercier;670;Roussillon;1634;RLS de Jardins-Roussillon;3;RUIS Université McGill;1;2;1; ;N;;2002/09/30 00:00:00+00;-73.742035;45.380181;Non;Non;Non;Non;Non;Non;Oui;Oui;Non; ;Non;Non;Non;-73.742035000408;45.3801809997206
473;51226124;CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE SOREL-TRACY;CR EN DÉFICIENCE PHYSIQUE DE SOREL-TRACY;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;40, rue de Ramesay; ;J3P3Y7;(000) 000-0000;53052;Sorel-Tracy;16231;Bas Richelieu;530;Pierre-De Saurel;1623;RLS Pierre-De Saurel;2;RUIS Université de Montréal;1;2;1; ;N;;2002/09/30 00:00:00+00;-73.110141;46.046399;Non;Non;Non;Non;Non;Non;Oui;Oui;Non; ;Non;Non;Non;-73.110140999576;46.0463990001356
474;51226165;CENTRE DE RÉADAPTATION EN DÉPENDANCE DE POINTE-DU-LAC;CRD DE POINTE-DU-LAC;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;11931, rue Notre-Dame Ouest; ;G9B6W9;(819) 377-2441;37067;Trois-Rivières;4151;Trois-Rivières;371;Trois-Rivières;415;RLS de Trois-Rivières;2;RUIS Université de Montréal;1;2;1; ;N;;2003/02/24 00:00:00+00;-72.688718;46.287655;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-72.6887179996189;46.2876549998502
475;51226181;CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE JACQUES-DE-LABADIE;CR EN DÉFICIENCE PHYSIQUE JACQUES-DE-LABADIE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;4100, rue Jacques-de-Labadie; ;G8Y1T6;(819) 378-4083;37067;Trois-Rivières;4151;Trois-Rivières;371;Trois-Rivières;415;RLS de Trois-Rivières;2;RUIS Université de Montréal;1;2;1; ;N;;2002/10/25 00:00:00+00;-72.584591;46.357165;Non;Non;Non;Non;Non;Non;Oui;Oui;Non; ;Non;Non;Non;-72.5845910001504;46.3571649997523
476;51226199;CENTRE JEUNESSE DE MONTRÉAL - SITE DÉCARIE;CJ DE MONTRÉAL - SITE DÉCARIE;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;4434, boulevard Décarie; ;H4A3P2;(514) 485-5800;66023;Montréal;6212;Notre-Dame-de-Grâce - Montréal-Ouest;660;Montréal;621;RLS de Côte-Saint-Luc - NDG - Montréal-Ouest;3;RUIS Université McGill;1;2;1; ;N;;2003/07/17 00:00:00+00;-73.622255;45.479952;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Non;Non;-73.6222550006406;45.4799520000285
477;51226207;CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE POINTE-AUX-TREMBLES;CPEJ DE POINTE-AUX-TREMBLES;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;13000, rue Sherbrooke Est; ;H1A3W2;(514) 498-0413;66023;Montréal;6523;Pointe-aux-Trembles;660;Montréal;652;RLS de Rivière-des-Prairies - Anjou - Montréal-Est;2;RUIS Université de Montréal;1;2;1; ;N;;2003/07/17 00:00:00+00;-73.508964;45.65625;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Oui;Non;-73.5089640005549;45.6562499998764
478;51226322;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINT-LÉONARD-D'ASTON;CENTRE ACT. DE JOUR DI ET TSA DE SAINT-LÉONARD-D'ASTON;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;966, 9e Rang; ;J0C1M0;(819) 399-2790;50042;Saint-Léonard-d'Aston;4161;Nicolet-Yamaska;500;Nicolet-Yamaska;416;RLS de Bécancour–Nicolet-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2003/05/14 00:00:00+00;-72.367306;46.117012;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.3673059999648;46.1170119995931
479;51226348;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME GIROUARD;CENTRE ACT. DE JOUR DI ET TSA GIROUARD;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;59-A, rue Girouard; ;G6P5T2;(819) 357-2953;39062;Victoriaville;4181;Arthabaska;390;Arthabaska;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2003/05/14 00:00:00+00;-71.931709;46.049195;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.9317089996449;46.0491949998524
480;51226355;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME NOTRE-DAME-EST;CENTRE ACT. DE JOUR DI ET TSA NOTRE-DAME-EST;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;1285, rue Notre-Dame Est, #10; ;G6P4B8;(819) 751-0697;39062;Victoriaville;4181;Arthabaska;390;Arthabaska;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2003/05/14 00:00:00+00;-71.933131;46.072181;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.9331310004142;46.0721809999948
481;51226363;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME GAMACHE;CENTRE ACT. DE JOUR DI ET TSA GAMACHE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;697, rue Gamache; ;G6P6R8;(819) 752-5586;39062;Victoriaville;4181;Arthabaska;390;Arthabaska;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2003/05/14 00:00:00+00;-71.965985;46.040255;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.9659850002034;46.0402550000654
482;51226629;CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME RUBIN;CRDI-TSA RUBIN;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;15, rue Rubin; ;G6P9V7;(819) 795-4626;39062;Victoriaville;4181;Arthabaska;390;Arthabaska;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2003/05/14 00:00:00+00;-71.968198;46.06674;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.9681979997889;46.0667399996247
483;51226777;HÔPITAL LAURENTIEN;HÔPITAL LAURENTIEN;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;234, rue Saint-Vincent; ;J8C2B8;(819) 324-4000;78032;Sainte-Agathe-des-Monts;15121;Les Laurentides;780;Les Laurentides;1512;RLS des Laurentides;2;RUIS Université de Montréal;1;2;1; ;N;;2003/09/17 00:00:00+00;-74.288947;46.05517;Non;Oui;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-74.2889469999101;46.055169999886
484;51226785;POINT DE SERVICE STE-AGATHE;POINT DE SERVICE STE-AGATHE;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;201, rue Saint-Vincent; ;J8C2B6;(819) 326-2182;78032;Sainte-Agathe-des-Monts;15121;Les Laurentides;780;Les Laurentides;1512;RLS des Laurentides;2;RUIS Université de Montréal;1;2;1; ;N;;2003/10/02 00:00:00+00;-74.287395;46.053885;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-74.2873950003789;46.0538849996612
485;51226793;CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GATINEAU;CENTRE MULTI. SSS DE GATINEAU;11045218;Centre intégré de santé et de services sociaux de l'Outaouais;CISSS DE L'OUTAOUAIS;7;Outaouais;777, boulevard de la Gappe; ;J8T8R2;(819) 966-6550;81017;Gatineau;7143;Gatineau;810;Gatineau;714;RLS de Grande-Rivière - Hull - Gatineau;3;RUIS Université McGill;1;2;1; ;N;;2003/06/30 00:00:00+00;-75.685748;45.483271;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-75.6857480003641;45.4832709998572
486;51226801;CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINTE-SOPHIE;CRJDA DE SAINTE-SOPHIE;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;225, chemin du Lac Bertrand; ;J5J2M1;(450) 431-5970;75028;Sainte-Sophie;15161;La Rivière-du-Nord - Mirabel;750;La Rivière-du-Nord;1516;RLS de la Rivière-du-Nord - Mirabel-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;2003/09/18 00:00:00+00;-74.000759;45.857;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-74.0007589998395;45.8569999996723
487;51226819;FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINTE-MARIE;FOYER DE GROUPE POUR JDA DE SAINTE-MARIE;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;434, avenue de l'École; ;G6E3V1;(418) 390-1605;26030;Sainte-Marie;12115;La Nouvelle-Beauce;260;La Nouvelle-Beauce;1211;RLS Alphonse-Desjardins;1;RUIS Université Laval;1;2;1; ;N;;2003/12/17 00:00:00+00;-71.0321;46.453778;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-71.0320999996764;46.4537779995976
488;51226827;CPEJ ET SERVICES EXTERNES DE TROIS-RIVIÈRES - DU PASSAGE;CPEJ ET SERV. EXT. DE TROIS-RIVIÈRES - DU PASSAGE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;80, chemin du Passage; ;G8T2M2;(855) 477-5115;37067;Trois-Rivières;4152;Cap-de-la-Madeleine;371;Trois-Rivières;415;RLS de Trois-Rivières;2;RUIS Université de Montréal;1;2;1; ;N;;2003/07/01 00:00:00+00;-72.538421;46.370458;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Oui;Non;-72.5384210001752;46.3704579996305
489;51226835;CHSLD SAINT-VINCENT-DE-PAUL;CHSLD SAINT-VINCENT-DE-PAUL;13818596;Centre de santé et de services sociaux - Institut universitaire de gériatrie de Sherbrooke;CSSS- INSTITUT UNIVERSITAIRE DE GÉRIATRIE DE SHERBROOKE;5;Estrie;300, rue King Est; ;J1G1B1;(819) 821-1170;43027;Sherbrooke;5151;Sherbrooke;430;Sherbrooke;515;RLS de Sherbrooke;4;RUIS Université de Sherbrooke;1;2;1;9;O;2007/04/02 00:00:00+00;2003/10/25 00:00:00+00;-71.881124;45.406186;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.8811239994681;45.4061859999348
490;51226868;MAISON DE NAISSANCE DES FILLES DE LA SAGESSE;MAISON DE NAISSANCE DES FILLES DE LA SAGESSE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;1275, rue Saint-Jean-Baptiste; ;J3T1W4;(000) 000-0000;50072;Nicolet;4161;Nicolet-Yamaska;500;Nicolet-Yamaska;416;RLS de Bécancour–Nicolet-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2003/11/26 00:00:00+00;-72.634904;46.234316;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.6349040001786;46.2343160000704
491;51226876;CLSC DE SAINT-LÉONARD-D'ASTON;CLSC DE SAINT-LÉONARD-D'ASTON;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;346, rue Béliveau; ;J0C1M0;(000) 000-0000;50042;Saint-Léonard-d'Aston;4161;Nicolet-Yamaska;500;Nicolet-Yamaska;416;RLS de Bécancour–Nicolet-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2003/11/26 00:00:00+00;-72.372048;46.105905;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.3720480003253;46.1059050001535
492;51226892;HÔPITAL D'AMQUI;HÔPITAL D'AMQUI;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;135, avenue Gaëtan-Archambault; ;G5J2K5;(418) 629-2211;7047;Amqui;1181;La Matapédia;70;La Matapédia;118;RLS de La Matapédia;1;RUIS Université Laval;1;2;1; ;N;;2003/12/18 00:00:00+00;-67.419325;48.468477;Non;Oui;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-67.4193250000236;48.4684769996448
493;51226900;CLSC DE CAUSAPSCAL;CLSC DE CAUSAPSCAL;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;558, rue Saint-Jacques Nord; ;G0J1J0;(418) 756-3451;7018;Causapscal;1181;La Matapédia;70;La Matapédia;118;RLS de La Matapédia;1;RUIS Université Laval;1;2;1; ;N;;2003/12/18 00:00:00+00;-67.23878;48.370297;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-67.2387800002362;48.37029699982
494;51226918;CLSC D'ARMAGH;CLSC D'ARMAGH;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;72, rue Principale; ;G0R1A0;(418) 466-2587;19037;Armagh;12114;Bellechasse;190;Bellechasse;1211;RLS Alphonse-Desjardins;1;RUIS Université Laval;1;2;1; ;N;;2003/11/04 00:00:00+00;-70.589554;46.743515;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-70.5895539999031;46.7435150002205
495;51226934;MAISON DE NAISSANCE COLETTE-JULIEN;MAISON DE NAISSANCE COLETTE-JULIEN;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;40, avenue Saint-Paul; ;G5H1B9;(418) 775-3636;9077;Mont-Joli;1161;La Mitis;90;La Mitis;116;RLS de La Mitis;1;RUIS Université Laval;1;2;1; ;N;;2004/01/23 00:00:00+00;-68.1974;48.59311;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-68.1974000004756;48.5931100004276
496;51226959;CENTRE D'ACTIVITÉS DE JOUR ET SERVICES EXTERNES DE DONNACONA;CENTRE D'ACT. DE JOUR ET SERV. EXTERNES DE DONNACONA;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;160, avenue du Couvent; ;G3M1P5;(418) 285-0344;34025;Donnacona;3111;Portneuf;340;Portneuf;311;RLS de Portneuf;1;RUIS Université Laval;1;2;1; ;N;;2003/07/21 00:00:00+00;-71.708985;46.672773;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.7089849993941;46.6727729998289
497;51226967;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - WILFRID-HAMEL;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - WILFRID-HAMEL;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;525, boulevard Wilfrid-Hamel; ;G1M2S8;(418) 529-2097;23027;Québec;3126;Limoilou-Vanier;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1; ;N;;2003/07/21 00:00:00+00;-71.245953;46.819755;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.2459529996864;46.8197550004299
498;51227015;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - 1ÈRE AVENUE;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - 1ÈRE AVENUE;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;555, 1ere Avenue; ;G1L3J6;(418) 524-6930;23027;Québec;3126;Limoilou-Vanier;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1; ;N;;2003/07/21 00:00:00+00;-71.230312;46.82224;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.2303120004392;46.8222399999913
499;51227023;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - FRANCOIS-1ER;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - FRANCOIS-1ER;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;1395, avenue François-1er; ;G1L4L1;(418) 524-0584;23027;Québec;3126;Limoilou-Vanier;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1; ;N;;2003/07/21 00:00:00+00;-71.242435;46.824187;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.2424350003549;46.8241869999523
500;51227080;CENTRE D'ACTIVITÉS DE JOUR DU CÉGEP FRANCOIS-XAVIER-GARNEAU;CENTRE D'ACT. DE JOUR DU CÉGEP FRANCOIS-XAVIER-GARNEAU;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;1660, boulevard de l'Entente; ;G1S4S3;(418) 688-8310;23027;Québec;3124;Québec - Haute-Ville;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1; ;N;;2003/07/21 00:00:00+00;-71.264091;46.794266;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.2640910001423;46.7942659998183
501;51227098;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - BOIVIN;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - BOIVIN;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;2120, rue Boivin; ;G1V1N7;(418) 684-9872;23027;Québec;3123;Sainte-Foy - Sillery;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1; ;N;;2003/07/21 00:00:00+00;-71.270944;46.790771;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.2709440004274;46.7907709999787
502;51227106;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - 71E RUE EST;CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - 71E RUE EST;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;277, 71e Rue Est; ;G1H1L6;(418) 626-8306;23027;Québec;3132;Charlesbourg;230;Québec;313;RLS de Québec-Nord;1;RUIS Université Laval;1;2;1; ;N;;2003/07/21 00:00:00+00;-71.260046;46.859068;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.2600459995312;46.8590679996761
503;51227122;ATELIER DE QUÉBEC - LOUIS-XIV;ATELIER DE QUÉBEC - LOUIS-XIV;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;2425, boulevard Louis-XIV; ;G1C1B2;(418) 660-6026;23027;Québec;3133;Beauport;230;Québec;313;RLS de Québec-Nord;1;RUIS Université Laval;1;2;1; ;N;;2003/07/21 00:00:00+00;-71.208367;46.896644;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.2083670005104;46.8966440002533
