"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Groupe d'âge";"Sexe";"Indicateurs";"Caractéristiques";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358128";"3.2.3.4.3";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358129";"3.2.3.4.4";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358130";"3.2.3.4.5";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358131";"3.2.3.4.6";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358132";"3.2.3.4.7";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358133";"3.2.3.5.1";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358134";"3.2.3.5.2";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358135";"3.2.3.5.3";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358136";"3.2.3.5.4";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358137";"3.2.3.5.5";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358138";"3.2.3.5.6";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"12 à 17 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358139";"3.2.3.5.7";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358140";"3.3.1.1.1";"22500";"";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358141";"3.3.1.1.2";"20100";"";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358142";"3.3.1.1.3";"25000";"";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358143";"3.3.1.1.4";"78.5";"";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358144";"3.3.1.1.5";"69.6";"";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358145";"3.3.1.1.6";"85.3";"";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358146";"3.3.1.1.7";"0";"";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358147";"3.3.1.2.1";"3700";"E";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358148";"3.3.1.2.2";"2000";"E";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358149";"3.3.1.2.3";"5600";"E";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358150";"3.3.1.2.4";"13.0";"E";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358151";"3.3.1.2.5";"7.8";"E";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358152";"3.3.1.2.6";"20.9";"E";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358153";"3.3.1.2.7";"0";"E";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358154";"3.3.1.3.1";"2400";"E";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358155";"3.3.1.3.2";"1000";"E";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358156";"3.3.1.3.3";"4100";"E";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358157";"3.3.1.3.4";"8.5";"E";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358158";"3.3.1.3.5";"4.5";"E";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358159";"3.3.1.3.6";"15.5";"E";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358160";"3.3.1.3.7";"0";"E";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358161";"3.3.1.4.1";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358162";"3.3.1.4.2";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358163";"3.3.1.4.3";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358164";"3.3.1.4.4";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358165";"3.3.1.4.5";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358166";"3.3.1.4.6";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358167";"3.3.1.4.7";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358168";"3.3.1.5.1";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358169";"3.3.1.5.2";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358170";"3.3.1.5.3";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358171";"3.3.1.5.4";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358172";"3.3.1.5.5";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358173";"3.3.1.5.6";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358174";"3.3.1.5.7";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358175";"3.3.2.1.1";"11000";"";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358176";"3.3.2.1.2";"9200";"";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358177";"3.3.2.1.3";"12900";"";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358178";"3.3.2.1.4";"78.6";"";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358179";"3.3.2.1.5";"65.1";"";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358180";"3.3.2.1.6";"87.8";"";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358181";"3.3.2.1.7";"0";"";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358182";"3.3.2.2.1";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358183";"3.3.2.2.2";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358184";"3.3.2.2.3";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358185";"3.3.2.2.4";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358186";"3.3.2.2.5";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358187";"3.3.2.2.6";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066358188";"3.3.2.2.7";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066358189";"3.3.2.3.1";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358190";"3.3.2.3.2";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066358191";"3.3.2.3.3";"";"F";"";"";"0"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066358192";"3.3.2.3.4";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358193";"3.3.2.3.5";"";"F";"";"";"1"
"2018";"Île-du-Prince-Édouard";"2016A000211";"18 à 34 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066358194";"3.3.2.3.6";"";"F";"";"";"1"
